Recording	Participant	Timeline	TOI	Interval	Media	Group1	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	90	42290	42606	316	h	1	0.50504	0.4897	3.31534										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	94	42606	42656	50						298.39	164.47	229.63	9.14	h	n	0.50504	0.4897	0.62622	0.71395
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	91	42656	43705	1048	n	1	0.62622	0.71395	3.39354										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	95	43705	43738	33						102.87	54.32	73.22	1.28	n	n	0.62622	0.71395	0.61933	0.68377
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	92	43738	44137	399	n	1	0.61933	0.68377	3.38498										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	96	44137	44154	17							36.78	36.78		n		0.61933	0.68377		
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	97	44320	44337	17							71.51	71.51			n			0.68121	0.70502
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	93	44337	44520	183	n	1	0.68121	0.70502	3.48261										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	98	44520	44553	33						168.2	76.49	117.57	2.98	n	n	0.68121	0.70502	0.61766	0.69174
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	94	44553	44736	183	n	1	0.61766	0.69174	3.45616										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	99	44736	44786	50							116.97	142.54		n		0.61766	0.69174		
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	100	44836	44886	50							113.47	128.28							
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	101	44919	44936	17							32.24	32.24							
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Partial	95	45052	45269	216	b	1	0.37208	0.24811	3.3694										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	102	45269	45302	33						166.79	186.68	188.55	6.37	b	a	0.37208	0.24811	0.23702	0.2164
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	96	45302	45568	266	a	1	0.23702	0.2164	3.25524										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	103	45568	45602	33						5.46	189.5	216.86	6.27	a	b	0.23702	0.2164	0.37176	0.20353
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	97	45602	46117	516	b	1	0.37176	0.20353	3.37532										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	104	46117	46167	50						347.52	133.88	247.55	6.43	b	c	0.37176	0.20353	0.51212	0.23458
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	98	46167	46417	250	c	1	0.51212	0.23458	3.55677										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	105	46417	46467	50						184.24	134	224.47	6.91	c	b	0.51212	0.23458	0.37423	0.2448
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	99	46467	46616	150	b	1	0.37423	0.2448	3.61649										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	106	46616	46666	50						166	135.96	250.13	6.8	b	a	0.37423	0.2448	0.2332	0.20964
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	100	46666	47315	649	a	1	0.2332	0.20964	3.5755										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	107	47315	47365	50						351.41	169.95	324.31	8.83	a	b	0.2332	0.20964	0.41392	0.23695
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	101	47365	47499	133	b	1	0.41392	0.23695	3.56842										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	108	47499	47565	66						331.6	247.45	424.36	16.7	b	j	0.41392	0.23695	0.74481	0.41588
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	102	47565	47682	117	j	1	0.74481	0.41588	3.58834										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	109	47682	47715	33						292.66	80.51	125.67	2.79	j	j	0.74481	0.41588	0.78062	0.50168
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	103	47715	47931	217	j	1	0.78062	0.50168	3.60896										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	110	47931	47964	33						113.91	45.72	45.96	1.4	j	j	0.78062	0.50168	0.75901	0.45293
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	104	47964	48197	233	j	1	0.75901	0.45293	3.50782										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	111	48197	48247	50						103.4	78.95	146.84	3.99	j	e	0.75901	0.45293	0.72333	0.30319
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	105	48247	48563	316	e	1	0.72333	0.30319	3.46023										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	112	48563	48597	33						149.04	118.97	119.61	5.05	e	d	0.72333	0.30319	0.63436	0.24982
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	106	48597	48830	233	d	1	0.63436	0.24982	3.47508										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	113	48830	48880	50						194.28	162.54	199.93	9.08	d	c	0.63436	0.24982	0.45299	0.29598
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	107	48880	49046	166	c	1	0.45299	0.29598	3.50652										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	114	49046	49096	50						140.1	76.6	143.03	3.85	c	b	0.45299	0.29598	0.37561	0.23128
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	108	49096	49362	266	b	1	0.37561	0.23128	3.52148										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	115	49362	49396	33						7.32	140.01	150.3	5.58	b	c	0.37561	0.23128	0.48418	0.21733
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	109	49396	49595	200	c	1	0.48418	0.21733	3.5214										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	116	49595	49629	33						357.97	166.13	233.45	6.44	c	d	0.48418	0.21733	0.61517	0.22197
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	110	49629	49745	116	d	1	0.61517	0.22197	3.55725										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	117	49745	49795	50						229.31	184.24	344.3	9.54	d		0.61517	0.22197	0.44142	0.42404
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	111	49795	50028	233		0	0.44142	0.42404	3.54394										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	118	50028	50061	33						230.19	127.62	146.73	5.28		g	0.44142	0.42404	0.35808	0.52403
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	112	50061	50594	533	g	1	0.35808	0.52403	3.53118										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	119	50594	50627	33						35.14	40.59	43.21	1.31	g	g	0.35808	0.52403	0.38757	0.50327
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Partial	113	50627	50743	116	g	1	0.38757	0.50327	3.52148										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	120	50877	50943	66							68.16	89.57			g			0.37375	0.4686
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	114	50943	51143	200	g	1	0.37375	0.4686	3.54946										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	121	51143	51193	50						340.93	107.41	200.11	5.79	g	h	0.37375	0.4686	0.48231	0.50614
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	115	51193	51592	399	h	1	0.48231	0.50614	3.50553										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	122	51592	51658	66						125.8	172.45	285.09	11.66	h	a	0.48231	0.50614	0.28561	0.23338
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	116	51658	51825	167	a	1	0.28561	0.23338	3.49358										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	123	51825	51858	33						134.87	90.47	135.8	3.25	a	a	0.28561	0.23338	0.22354	0.17103
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	117	51858	52075	217	a	1	0.22354	0.17103	3.39475										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	124	52075	52125	50						340.97	177.68	199.44	9.17	a	b	0.22354	0.17103	0.40869	0.2349
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	118	52125	52291	166	b	1	0.40869	0.2349	3.40745										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	125	52291	52374	83						330.87	222.81	322.24	18.72	b	j	0.40869	0.2349	0.78391	0.44402
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	119	52374	52574	200	j	1	0.78391	0.44402	3.46721										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	126	52574	52590	17						234.32	67.09	67.09	1.98	j	j	0.78391	0.44402	0.7583	0.47969
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	120	52590	52956	366	j	1	0.7583	0.47969	3.40223										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	127	52956	52990	33						354.75	35.75	39.67	1.16	j	j	0.7583	0.47969	0.78528	0.48217
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	121	52990	53206	216	j	1	0.78528	0.48217	3.3733										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	128	53206	53256	50						178.34	128.45	242.93	6.34	j	i	0.78528	0.48217	0.64696	0.47817
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	122	53256	54521	1265	i	1	0.64696	0.47817	3.43637										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	129	54521	54554	33						50.35	49.27	50.63	2.09	i	i	0.64696	0.47817	0.68541	0.43177
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	123	54554	54737	183	i	1	0.68541	0.43177	3.52095										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	130	54737	54787	50						323.62	85.54	147.91	4.15	i	j	0.68541	0.43177	0.76657	0.49156
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	124	54787	55419	632	j	1	0.76657	0.49156	3.43007										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	131	55419	55469	50						177.26	114.56	172.18	6.42	j	i	0.76657	0.49156	0.63127	0.48509
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	125	55469	55719	250	i	1	0.63127	0.48509	3.42156										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	132	55719	55735	17						238.18	38.72	38.72	1.25	i	i	0.63127	0.48509	0.61414	0.5127
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	126	55735	56068	333	i	1	0.61414	0.5127	3.40534										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	133	56068	56118	50						157.69	112.9	129.34	5.75	i	h	0.61414	0.5127	0.49975	0.46576
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	127	56118	56484	366	h	1	0.49975	0.46576	3.35935										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	134	56484	56518	33						187.91	98.25	139	3.46	h		0.49975	0.46576	0.42847	0.47567
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	128	56518	56650	133		0	0.42847	0.47567	3.31226										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	135	56650	56700	50						190.49	170.61	282.99	8.87		f	0.42847	0.47567	0.25039	0.50865
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	129	56700	56917	217	f	1	0.25039	0.50865	3.27159										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	136	56917	56933	17							67.99	67.99		f		0.25039	0.50865		
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Partial	130	57067	57948	882		0	0.56794	0.48785	3.30023										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	137	57948	57998	50						209.38	185.39	256.73	9.89		g	0.56794	0.48785	0.37404	0.59699
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	131	57998	58065	67	g	1	0.37404	0.59699	3.37039										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	138	58065	58165	100						243.09	180.8	394.42	18.01	g		0.37404	0.59699	0.12369	1.0903
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	132	58165	58381	216		0	0.12369	1.0903	3.38076										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	139	58381	58497	116						53.76	262.4	517.87	29.53		i	0.12369	1.0903	0.60202	0.4378
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	133	58497	58697	200	i	1	0.60202	0.4378	3.32278										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	140	58697	58747	50						348.23	163.9	267.73	8.62	i	j	0.60202	0.4378	0.78629	0.47618
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	134	58747	59014	266	j	1	0.78629	0.47618	3.29925										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	141	59014	59080	66						211.8	148.8	254.92	10.28	j		0.78629	0.47618	0.5838	0.60171
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	135	59080	59513	433		0	0.5838	0.60171	3.32201										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	142	59513	59563	50						135.32	129.75	202.6	6.67		h	0.5838	0.60171	0.46784	0.48703
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	136	59563	59745	183	h	1	0.46784	0.48703	3.38777										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	143	59745	59779	33						8.84	46.95	49.22	1.83	h	h	0.46784	0.48703	0.50342	0.48149
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	137	59779	60478	699	h	1	0.50342	0.48149	3.41437										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	144	60478	60544	66						186.57	110.17	193.06	7.19	h	g	0.50342	0.48149	0.35612	0.49845
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	138	60544	60894	349	g	1	0.35612	0.49845	3.47891										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	145	60894	60944	50						5.22	147.43	269.73	7.77	g	h	0.35612	0.49845	0.5106	0.48434
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	139	60944	61443	499	h	1	0.5106	0.48434	3.47929										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	146	61443	61460	17							316.47	316.47		h		0.5106	0.48434		
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	147	61593	61610	17							101.52	101.52			h			0.49816	0.48726
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	140	61610	61859	249	h	1	0.49816	0.48726	3.56573										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	148	61859	61909	50						88.85	111.81	147.28	5.29	h	c	0.49816	0.48726	0.50249	0.2723
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	141	61909	62175	266	c	1	0.50249	0.2723	3.4908										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	149	62175	62208	33						126.84	60.33	66.26	1.99	c	c	0.50249	0.2723	0.46728	0.22531
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	142	62208	62641	432	c	1	0.46728	0.22531	3.34807										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	150	62641	62674	33						354.8	83.23	107.01	3.05	c	c	0.46728	0.22531	0.52965	0.23098
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	143	62674	62808	133	c	1	0.52965	0.23098	3.33072										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	151	62808	62857	50						2.76	181.51	205.68	9.4	c	e	0.52965	0.23098	0.7323	0.22122
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	144	62857	63506	649	e	1	0.7323	0.22122	3.45579										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	152	63506	63539	33						354.37	63.43	72.46	2.43	e	e	0.7323	0.22122	0.78912	0.22682
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	145	63539	64288	749	e	1	0.78912	0.22682	3.65776										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	153	64288	64338	50						234.16	86.59	150.13	4.66	e		0.78912	0.22682	0.70263	0.34654
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	146	64338	64571	233		0	0.70263	0.34654	3.61236										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	154	64571	64605	33						293.71	128.74	168.52	4.62		j	0.70263	0.34654	0.76601	0.49082
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	147	64605	65187	582	j	1	0.76601	0.49082	3.53623										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	155	65187	65254	67						166.2	210.04	313.59	14.44	j	h	0.76601	0.49082	0.4648	0.41682
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	148	65254	65420	166	h	1	0.4648	0.41682	3.47612										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	156	65420	65470	50						124.02	160.14	247.44	7.61	h	b	0.4648	0.41682	0.33368	0.22255
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	149	65470	65886	416	b	1	0.33368	0.22255	3.41574										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	157	65886	65919	33						359.67	60.63	62.3	1.75	b	b	0.33368	0.22255	0.37788	0.2228
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	150	65919	66668	749	b	1	0.37788	0.2228	3.40118										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	158	66668	66718	50						300.55	147.73	261.01	7.71	b	h	0.37788	0.2228	0.49814	0.42656
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	151	66718	67550	832	h	1	0.49814	0.42656	3.48596										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	159	67550	67616	66						351.45	145	228.37	9.69	h		0.49814	0.42656	0.69608	0.45632
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	152	67616	68149	533		0	0.69608	0.45632	3.59622										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	160	68149	68215	66						200.88	190.39	347.27	12.8			0.69608	0.45632	0.43688	0.55521
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	153	68215	69131	915		0	0.43688	0.55521	3.55111										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	161	69131	69197	67						4.84	206.61	321.89	13.31		j	0.43688	0.55521	0.71816	0.53138
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	154	69197	69879	682	j	1	0.71816	0.53138	3.44795										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	162	69879	69913	33						20.48	70.06	84.47	2.35	j	j	0.71816	0.53138	0.76882	0.51245
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	155	69913	71044	1132	j	1	0.76882	0.51245	3.48813										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	163	71044	71111	66						179.84	178.77	290.3	12.22	j	h	0.76882	0.51245	0.51322	0.51174
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	156	71111	71344	233	h	1	0.51322	0.51174	3.64603										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	164	71344	71377	33						185.36	53.06	65.44	1.74	h	h	0.51322	0.51174	0.47786	0.51506
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	157	71377	71593	217	h	1	0.47786	0.51506	3.54078										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	165	71593	71643	50						246.85	135.6	201.88	7.11	h	l	0.47786	0.51506	0.38609	0.72967
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	158	71643	71893	250	l	1	0.38609	0.72967	3.41527										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	166	71893	71910	17						162.2	62.09	62.09	1.4	l	l	0.38609	0.72967	0.35953	0.72114
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	159	71910	72176	266	l	1	0.35953	0.72114	3.3289										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	167	72176	72259	83						353.61	165.42	279.96	13.76	l	n	0.35953	0.72114	0.63033	0.75146
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	160	72259	72525	266	n	1	0.63033	0.75146	3.31553										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Whole	168	72525	72575	50						171.3	128.8	261.97	6.36	n	m	0.63033	0.75146	0.50155	0.73176
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Fixation	Whole	161	72575	73224	649	m	1	0.50155	0.73176	3.43203										
suvin	suvin	Timeline1	bl-viewing	1	condition-1		Saccade	Partial	169	73224	73241	17							113.34	113.34		m		0.50155	0.73176		
suvin	suvin	Timeline1	My Time of Interest 001	1	condition-1		Fixation	Partial	1	0	657	657	h	1	0.4904	0.50223	3.5379										
suvin	suvin	Timeline1	My Time of Interest 001	1	condition-1		Saccade	Whole	1	657	707	50						189.98	128.75	149.46	7.06	h	g	0.4904	0.50223	0.36973	0.52346
suvin	suvin	Timeline1	My Time of Interest 001	1	condition-1		Fixation	Whole	2	707	973	266	g	1	0.36973	0.52346	3.32019										
suvin	suvin	Timeline1	My Time of Interest 001	1	condition-1		Saccade	Whole	2	973	989	16						151.43	39.4	39.4	0.7	g	g	0.36973	0.52346	0.35198	0.51379
suvin	suvin	Timeline1	My Time of Interest 001	1	condition-1		Fixation	Whole	3	989	1306	316	g	1	0.35198	0.51379	3.29009										
suvin	suvin	Timeline1	My Time of Interest 001	1	condition-1		Saccade	Whole	3	1306	1322	17						189.42	36.63	36.63	0.54	g	g	0.35198	0.51379	0.33481	0.51664
suvin	suvin	Timeline1	My Time of Interest 001	1	condition-1		Fixation	Whole	4	1322	1605	283	g	1	0.33481	0.51664	3.28602										
suvin	suvin	Timeline1	My Time of Interest 001	1	condition-1		Saccade	Whole	4	1605	1638	33						235.58	162.13	211.39	5.88	g	k	0.33481	0.51664	0.24261	0.65117
